Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Trường Thọ,,Đã có sổ,2,3,54.3,81.03130755,Hồ Chí Minh
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",,Phường Mỗ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,50,200,Hà Nội
"Đường Ngũ Hành Sơn, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",,Phường Mỹ An,"Nhà mặt phố, mặt tiền",Đã có sổ,3,5,132,68.18181818,Đà Nẵng
"484 Trần Cao Vân, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",,Phường Thanh Khê Đông,,Đã có sổ,4,3,51,68.62745098,Đà Nẵng
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",,Phường Hùng Vương,Nhà phố liền kề,Đã có sổ,4,3,46,67.39130435,Hải Phòng
"Dự án Him Lam Hùng Vương, Quận Hồng Bàng, Hải Phòng",Quận Hồng Bàng,,Nhà phố liền kề,Đã có sổ,4,4,50.4,63.49206349,Hải Phòng
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",,Phường Hùng Vương,Nhà phố liền kề,,4,4,49.2,65.04065041,Hải Phòng
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",,Phường Hùng Vương,Nhà phố liền kề,Đã có sổ,4,4,47.3,48.62579281,Hải Phòng
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",,Phường Hùng Vương,Nhà phố liền kề,Đã có sổ,4,4,48,68.75,Hải Phòng
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",,Phường Hùng Vương,Nhà phố liền kề,Đã có sổ,4,,48,66.66666667,Hải Phòng
"Dự án Him Lam Hùng Vương, Phường Hùng Vương, Hồng Bàng, Hải Phòng",,Phường Hùng Vương,Nhà phố liền kề,Đã có sổ,4,4,46,65.2173913,Hải Phòng
"Đường Bình Chuẩn 3, Phường Bình Chuẩn, Thuận An, Bình Dương",,Phường Bình Chuẩn,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,87.6,45.43378995,Bình Dương
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,,,70,112.8571429,Hà Nội
"Dự án Swan Bay, Đường Quốc Lộ 51, Xã Đại Phước, Nhơn Trạch, Đồng Nai",,,Nhà phố liền kề,Hợp đồng mua bán,,2,110,55.45454545,Đồng Nai
"Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",,Phường Hòa Cường Bắc,,,,4,110,77.27272727,Đà Nẵng
"Ấp 1, Đường Tây Hòa 7, Xã Sông Trầu, Trảng Bom, Đồng Nai",,,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,88.9,14.06074241,Đồng Nai
"Đường Hùng Vương, Phường Vĩnh Trung, Thanh Khê, Đà Nẵng",,Phường Vĩnh Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,10,110,Đà Nẵng
"Xã Đại Yên, Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,,,Đã có sổ,3,3,63,39.68253968,Hà Nội
"Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",,Phường Bình An,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,60,91.66666667,Bình Dương
"Đường Lý Thái Tổ, Xã Đại Phước, Nhơn Trạch, Đồng Nai",,,"Nhà mặt phố, mặt tiền",,,2,41,31.70731707,Đồng Nai
"Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",,Phường Bình An,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,72,77.77777778,Bình Dương
"Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,,Đã có sổ,5,3,31,145.1612903,Hà Nội
"Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",,Phường Bình An,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,80,81.25,Bình Dương
"Đường 835B, Xã Long Thượng, Cần Giuộc, Long An",,,"Nhà mặt phố, mặt tiền",,2,2,75,17.33333333,Long An
"Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",,Phường Bạch Mai,,Đã có sổ,5,4,25,152,Hà Nội
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phường Phú Thuận,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,60,81.16666667,Hồ Chí Minh
"Dự án Vinhomes Royal Island, Xã Thủy Triều, Thủy Nguyên, Hải Phòng",,,Nhà phố liền kề,Đã có sổ,,,67.5,137.7777778,Hải Phòng
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,51,119.6078431,Hồ Chí Minh
"Đường  52, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,68,67.64705882,Hồ Chí Minh
"đường Tứ Hiệp, Xã Tứ Hiệp, Thanh Trì, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,32,120.3125,Hà Nội
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,48,120.8333333,Hà Nội
"Dự án Harbor Bay Hạ Long, Phường Bãi Cháy, Hạ Long, Quảng Ninh",,Phường Bãi Cháy,Nhà phố liền kề,,5,8,75,80,Quảng Ninh
"27/39, Đường Số 9, Phường 16, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 16,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,78.2,93.98976982,Hồ Chí Minh
"Đường ĐT 743A, Phường Bình Thắng, Dĩ An, Bình Dương",,Phường Bình Thắng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,60,55,Bình Dương
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Nước Mặn 5, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",,Phường Mỹ An,Nhà phố liền kề,Đã có sổ,2,3,95,56.84210526,Đà Nẵng
"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",,Phường Việt Hưng,,,5,3,40,129.5,Hà Nội
"Đường Cây Trắc, Xã Phú Hòa Đông, Củ Chi, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,96,16.14583333,Hồ Chí Minh
"Phố Hồng Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",,Phường Bạch Mai,,Đã có sổ,4,4,23,226.0869565,Hà Nội
"Đường Tôn Thất Thuyết, Phường 18, Quận 4, Hồ Chí Minh",Quận 4,Phường 18,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45,137.7777778,Hồ Chí Minh
"Dự án Harbor Bay Hạ Long, Phường Bãi Cháy, Hạ Long, Quảng Ninh",,Phường Bãi Cháy,Nhà phố liền kề,Hợp đồng mua bán,5,8,75,90.66666667,Quảng Ninh
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Quý,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,45.2,132.7433628,Hồ Chí Minh
"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,40,87.5,Hà Nội
"Phường 4, Quận 4, Hồ Chí Minh",Quận 4,Phường 4,,Đã có sổ,3,4,60,145,Hồ Chí Minh
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Phú Thọ Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,63.2,106.0126582,Hồ Chí Minh
"Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Tam Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,50.8,107.2834646,Hồ Chí Minh
"Trường Thọ, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,,,Đã có sổ,5,6,85,58.82352941,Hồ Chí Minh
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,47,146.8085106,Hà Nội
"Đường Thanh Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,32,110.9375,Hà Nội
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",Quận 4,Phường 16,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,25,100,Hồ Chí Minh
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,45,148.8888889,Hà Nội
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",Quận 11,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,40,195,Hồ Chí Minh
"Đường Kha Vạn Cân, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Trường Thọ,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,50,78,Hồ Chí Minh
"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Quận 12,Phường Hiệp Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,105.6,61.5530303,Hồ Chí Minh
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 15,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,70,105.7142857,Hồ Chí Minh
"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",,Phường Ngọc Khánh,,Đã có sổ,4,3,34,173.5294118,Hà Nội
"Hẻm 281, Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 1,"Nhà mặt phố, mặt tiền",,,,58.8,151.3605442,Hồ Chí Minh
"Đường Nguyễn Hữu Huân, Phường Tân Lập, Nha Trang, Khánh Hòa",,Phường Tân Lập,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,83,81.92771084,Khánh Hòa
"Dự án Swan Bay, Đường Quốc Lộ 51, Xã Đại Phước, Nhơn Trạch, Đồng Nai.",,,Nhà phố liền kề,Hợp đồng mua bán,2,4,200,47,Đồng Nai.
"Thị trấn An Dương, An Dương, Hải Phòng",,,,Đã có sổ,4,,100,35.5,Hải Phòng
"Đường Tây Hòa, Phường Phước Long A, Quận 9, Hồ Chí Minh",Quận 9,Phường Phước Long A,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,73,55.89041096,Hồ Chí Minh
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",Quận 11,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,33,218.1818182,Hồ Chí Minh
"KP1, Đường Hồ Hòa, Phường Tân Phong, Biên Hòa, Đồng Nai",,Phường Tân Phong,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,160,27.1875,Đồng Nai
"Đường Nguyễn Ái Quốc, Phường Tân Phong, Biên Hòa, Đồng Nai",,Phường Tân Phong,"Nhà mặt phố, mặt tiền",,,3,192,23.4375,Đồng Nai
"Dự án Bách Khoa, Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,Nhà phố liền kề,Đã có sổ,2,3,88.6,71.10609481,Hồ Chí Minh
"Dự án KDC đường 5 nối dài, Phường Thống Nhất, Biên Hòa, Đồng Nai",,Phường Thống Nhất,Nhà phố liền kề,Đã có sổ,1,2,72,65.97222222,Đồng Nai
"Khu phố 1, Đường Hồ Hòa, Phường Tân Phong, Biên Hòa, Đồng Nai",,Phường Tân Phong,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,65,46.15384615,Đồng Nai
"Đường Nguyễn Quý Yêm, Phường An Lạc, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,68,85.29411765,Hồ Chí Minh
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,30,205,Hà Nội
"Đường Hồ Văn Long, Phường An Lạc, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà mặt phố, mặt tiền",Hợp đồng mua bán,3,2,20,82.5,Hồ Chí Minh
"Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",,Phường Xuân Đỉnh,,Đã có sổ,4,4,50,178,Hà Nội
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",,,2,35,31.42857143,Hồ Chí Minh
"Đường Bến Nôm, Phường Rạch Dừa, Vũng Tàu, Bà Rịa Vũng Tàu",,Phường Rạch Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,275,27.27272727,Bà Rịa Vũng Tàu
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",,,1,36,52.77777778,Hồ Chí Minh
"Đường Võ Thị Sáu, Phường Đông Hòa, Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,87.5,108.5714286,Bình Dương
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Quận 7,Phường Tân Kiểng,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,26.6,74.81203008,Hồ Chí Minh
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,52,84.61538462,Hồ Chí Minh
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Phước,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,64,112.5,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",Quận 2,Phường Bình Trưng Tây,"Nhà mặt phố, mặt tiền",,2,2,36,81.94444444,Hồ Chí Minh
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,75,61.06666667,Hồ Chí Minh
"Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,107,54.20560748,Hồ Chí Minh
"Đường Số 7, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,66,110.6060606,Hồ Chí Minh
"Đường 185, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,81,65.43209877,Hồ Chí Minh
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,36,73.61111111,Hồ Chí Minh
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",,Phường Nhân Chính,,Đã có sổ,4,3,30,155,Hà Nội
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Nước Mặn 7, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,Phường  Khuê Mỹ,Nhà phố liền kề,Đã có sổ,3,5,125,55.04,Đà Nẵng
"Ngõ 27, Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,,6,45,132.2222222,Hà Nội
"Đường Nguyễn Tiểu La, Phường 8, Quận 10, Hồ Chí Minh",Quận 10,Phường 8,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,40,250,Hồ Chí Minh
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",Quận 8,Phường 6,Nhà phố liền kề,Đã có sổ,2,2,138,37.68115942,Hồ Chí Minh
"60, Đường Man Thiện, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",Đã có sổ,,1,40,90,Hồ Chí Minh
"Dự án Mega Village, Đường Vành Đai 2, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,Nhà phố liền kề,Đã có sổ,3,3,75,96,Hồ Chí Minh
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",,Phường Mai Dịch,,,,,23,339.1304348,Hà Nội
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",,2,4,81,71.60493827,Hồ Chí Minh
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",,,Nhà phố liền kề,Đã có sổ,5,,90,96.33333333,Hưng Yên
"Dự án Richland Residence, Phường Hòa Lợi, Bến Cát, Bình Dương",,Phường Hòa Lợi,Nhà phố liền kề,Đã có sổ,2,3,75,29.33333333,Bình Dương
"Đường Trần Quốc Vượng, Phường Dịch Vọng, Cầu Giấy, Hà Nội",,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,40,223.75,Hà Nội
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,101,50.4950495,Hồ Chí Minh
"Dự án Royal River City, Đường Hạ Lý, Phường Hạ Lý, Hồng Bàng, Hải Phòng",,Phường Hạ Lý,Nhà phố liền kề,Hợp đồng mua bán,5,,75,117.3333333,Hải Phòng
"Phố Yên Lạc, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",,Phường Thanh Lương,,Đã có sổ,5,3,35,234.2857143,Hà Nội
"Đường Thái Thị Bôi, Phường Chính Gián, Thanh Khê, Đà Nẵng",,Phường Chính Gián,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,55,99.09090909,Đà Nẵng
"Đường Nguyễn Trung Trực, Phường 11, Cao Lãnh, Đồng Tháp",,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,263,6.844106464,Đồng Tháp
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",,,"Nhà mặt phố, mặt tiền",,4,,50,137,Hà Nội
"650/1A Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,47,88.29787234,Hồ Chí Minh
"Phường Khương Thượng, Đống Đa, Hà Nội",,Phường Khương Thượng,,Đã có sổ,3,,25,232,Hà Nội
"Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,55,61.81818182,Hồ Chí Minh
"Đường Huỳnh Văn Một, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Hiệp Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,38,205.2631579,Hồ Chí Minh
"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,40,152.5,Hồ Chí Minh
"Đường Số 3D, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa B,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,95,75.78947368,Hồ Chí Minh
"Đường Ngô Thì Nhậm, Phường Dĩ An, Dĩ An, Bình Dương",,Phường Dĩ An,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,75,48.66666667,Bình Dương
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,42,164.2857143,Hồ Chí Minh
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",,Phường Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,52,132.6923077,Hà Nội
"Dự án LA Home Long An, Xã Lương Hòa, Bến Lức, Long An",,,Nhà phố liền kề,Đã có sổ,2,3,80,37.375,Long An
"Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Phú Thọ Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,2,1,18.5,148.6486486,Hồ Chí Minh
"Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",,Phường Bình An,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,76,57.23684211,Bình Dương
"Đường Lê Hiến Mai, Dự án VCN Phước Hải, Đường A5, Phường Phước Hải, Nha Trang, Khánh Hòa",,Phường Phước Hải,Nhà phố liền kề,Đã có sổ,3,3,75,86.66666667,Khánh Hòa
"Phường Tân Bình, Dĩ An, Bình Dương",Quận Tân Bình,Phường Tân Bình,,Đã có sổ,2,3,68,36.47058824,Bình Dương
"Đường Huỳnh Văn Lũy, Phường Quang Vinh, Biên Hòa, Đồng Nai",,Phường Quang Vinh,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,128.5,67.70428016,Đồng Nai
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",,Phường Tây Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,53,120.754717,Hà Nội.
"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Quý,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,69,128.9855072,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",,Phường Hòa Hải,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,205,35.12195122,Đà Nẵng
"Dự án TNR Amaluna Trà Vinh, Đường Võ Nguyên Giáp, Phường 7, Trà Vinh, Trà Vinh",,Phường 7,Nhà phố liền kề,Đã có sổ,4,4,85,58.82352941,Trà Vinh
"Đường Nguyễn Thời Trung, Phường Thạch Bàn, Long Biên, Hà Nội",,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,30,260,Hà Nội
"Đường Bình Giã, Phường Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu",,Phường Nguyễn An Ninh,"Nhà mặt phố, mặt tiền",Đã có sổ,3,6,90,75.55555556,Bà Rịa Vũng Tàu
"Phố Thạch Lam, Phường An Hải Đông, Sơn Trà, Đà Nẵng",,Phường An Hải Đông,,Đã có sổ,1,2,85,92.94117647,Đà Nẵng
"Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",Quận 9,Phường Long Trường,"Nhà mặt phố, mặt tiền",Đã có sổ,3,5,60,66.5,Hồ Chí Minh
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,54,157.4074074,Hà Nội
"Đường Nguyễn Công Trứ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",,Phường Phước Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,92,39.13043478,Đà Nẵng
"Đường Lê Hồng Phong, Phường  Đằng Hải, Hải An, Hải Phòng",,Phường  Đằng Hải,"Nhà mặt phố, mặt tiền",,3,,81,64.19753086,Hải Phòng
"1/, Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa B,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,58,68.10344828,Hồ Chí Minh
"Đường Miếu Hai Xã, Phường Dư Hàng Kênh, Lê Chân, Hải Phòng",,Phường Dư Hàng Kênh,"Nhà mặt phố, mặt tiền",,1,1,72,98.61111111,Hải Phòng
"Dự án Mỹ Phước 3, Đường DL15, Phường Thới Hòa, Bến Cát, Bình Dương",,Phường Thới Hòa,Nhà phố liền kề,Đã có sổ,2,2,150,13.66666667,Bình Dương
"Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai",,,Nhà phố liền kề,Hợp đồng mua bán,3,3,120,57.91666667,Đồng Nai
"Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Sơn Nhì,,Đã có sổ,4,4,65,110.7692308,Hồ Chí Minh
"Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội",,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,35,157.1428571,Hà Nội
"Đường Võ Thị Sáu, Phường Đông Hòa, Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,60,56.66666667,Bình Dương
"Đường Lê Thiệt, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Phú Thọ Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,37,151.3513514,Hồ Chí Minh
"Đường Nguyễn Thượng Hiền, Phường 1, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 1,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,122.1,65.52006552,Hồ Chí Minh
"Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 15,"Nhà mặt phố, mặt tiền",Đã có sổ,2,5,107.8,53.80333952,Hồ Chí Minh
"Xã Cổ Bi, Gia Lâm, Hà Nội",,,,Đã có sổ,3,,100,58,Hà Nội
"Đường 743B, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",,Phường Tân Đông Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,3,5,76,60.52631579,Bình Dương
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",Quận 12,Phường Tân Thới Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,240,32.91666667,Hồ Chí Minh
"Dự án Trần Anh Riverside, Đường Tỉnh lộ 824, Thị trấn Bến Lức, Bến Lức, Long An",,,Nhà phố liền kề,Đã có sổ,3,4,112,21.42857143,Long An
