Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Không rõ,1,4,45,91.11,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,6,56,75,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Không rõ,1,3,35,77.14,Hà Nội,,
"Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Đa Tốn,"Nhà ngõ, hẻm",Đã có sổ,1,2,65,25.38,Hà Nội,,
"Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,46,80.43,Hà Nội,,
"Phường Liễu Giai, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,1,3,64,110.94,Hà Nội,,
"Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,2,30,66.67,Hà Nội,,
"Phường Đồng Mai, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Đồng Mai,Nhà phố liền kề,Đã có sổ,1,3,40,42.5,Hà Nội,,
"Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,1,3,30,120,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Không rõ,1,11,70,108.57,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Không rõ,1,4,30,86.67,Hà Nội,,
"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,1,3,44,47.73,Hà Nội,,
"Phường Yết Kiêu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4,61,88.52,Hà Nội,,
"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà mặt phố, mặt tiền",Không rõ,1,2,54,96.3,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Không rõ,1,11,60,126.67,Hà Nội,,
"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,1,4,43,137.21,Hà Nội,,
"Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,32,115,Hà Nội,,
"Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Không rõ,1,11,80,95,Hà Nội,,
"Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5,6,50,112,Hà Nội,,
"Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,1,4,39,79.49,Hà Nội,,
"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Không rõ,1,3,32,75,Hà Nội,,
"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Không rõ,1,1,36,43.06,Hà Nội,,
"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,4,63,46.83,Hà Nội,,
"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,1,3,30,110,Hà Nội,,
"Phường Phúc Lợi, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,5,5,32,71.88,Hà Nội,,
"Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,Nhà phố liền kề,Đã có sổ,1,2,50,84,Hà Nội,,
"Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Không rõ,1,3,36,80.56,Hà Nội,,
"Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Không rõ,1,6,90,133.33,Hà Nội,,
"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,3,36,86.11,Hà Nội,,
"Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,6,60,108.33,Hà Nội,,
"Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,3,30,83.33,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,3,25,116,Hà Nội,,
"Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Không rõ,1,3,30,116.67,Hà Nội,,
"Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,1,3,20,75,Hà Nội,,
"Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,100,59.5,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,3,3,46,80.43,Hà Nội,,
"Phường Phúc Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4,41,97.56,Hà Nội,,
"Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,1,5,32,100,Hà Nội,,
"Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Không rõ,1,3,53,60.38,Hà Nội,,
"Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,5,34,89.71,Hà Nội,,
"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,1,4,51,69.61,Hà Nội,,
"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,1,3,37,91.89,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,1,4,50,97,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Không rõ,1,2,50,105,Hà Nội,,
"Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,1,5,50,109,Hà Nội,,
"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,1,4,40,87.5,Hà Nội,,
"Xã Đông Hội, Huyện Đông Anh, Hà Nội",Huyện Đông Anh,Xã Đông Hội,"Nhà mặt phố, mặt tiền",Không rõ,1,1,817,44.06,Hà Nội,,
"Phường Cát Linh, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,1,3,42,95.24,Hà Nội,,
"Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,1,4,40,106.25,Hà Nội,,
"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,4,50,92,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,1,3,62,93.55,Hà Nội,,
"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Không rõ,1,3,32,37.5,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,22,93.18,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,3,33,104.55,Hà Nội,,
"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,5,40,97.5,Hà Nội,,
"Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,Nhà phố liền kề,Không rõ,1,3,34,97.06,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,45,76.67,Hà Nội,,
"Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,3,3,22,90.91,Hà Nội,,
"Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Không rõ,1,5,32,75,Hà Nội,,
"Phường Phương Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,1,6,50,93,Hà Nội,,
"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,50,70,Hà Nội,,
"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,1,2,45,71.11,Hà Nội,,
"Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Không rõ,1,5,58,77.59,Hà Nội,,
"Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,1,3,39,78.21,Hà Nội,,
"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Không rõ,1,4,45,131.11,Hà Nội,,
"Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà mặt phố, mặt tiền",Không rõ,1,2,30,110,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,41,75.61,Hà Nội,,
"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,4,40,112.5,Hà Nội,,
"Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,1,4,48,136.67,Hà Nội,,
"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,4,3,30,68.33,Hà Nội,,
"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,55,109.09,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,42,90,Hà Nội,,
"Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Không rõ,1,5,42,76.19,Hà Nội,,
"Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,1,3,39,109.74,Hà Nội,,
"Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,1,4,64,81.25,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,1,3,27,94.44,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,5,52,80.77,Hà Nội,,
"Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Không rõ,1,3,34,91.18,Hà Nội,,
"Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,1,4,40,87.5,Hà Nội,,
"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,1,4,47,151.06,Hà Nội,,
"Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,1,4,35,57.14,Hà Nội,,
"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Không rõ,1,5,36,97.22,Hà Nội,,
"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,1,4,55,94.55,Hà Nội,,
"Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Không rõ,1,4,42,95.24,Hà Nội,,
"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,43,83.72,Hà Nội,,
"Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,1,4,62,79.03,Hà Nội,,
"Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Không rõ,1,3,40,50,Hà Nội,,
"Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,6,6,57,103.51,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Không rõ,1,4,52,83.65,Hà Nội,,
"Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,4,2,25,84,Hà Nội,,
"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5,3,35,60,Hà Nội,,
"Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Không rõ,1,3,30,106.67,Hà Nội,,
"Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,Nhà phố liền kề,Không rõ,1,3,32,85.94,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,48,81.25,Hà Nội,,
"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,40,62.5,Hà Nội,,
"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",Không rõ,1,3,40,96.25,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,1,6,35,100,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Không rõ,1,3,30,88.33,Hà Nội,,
"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,40,21.25,Hà Nội,,
"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Không rõ,1,8,125,164,Hà Nội,,
"Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Không rõ,1,4,50,100,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,1,5,70,137.86,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Không rõ,1,6,38,89.47,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Không rõ,1,4,35,97.14,Hà Nội,,
"Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,27,96.3,Hà Nội,,
"Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa,Nhà phố liền kề,Đã có sổ,5,6,51,115.29,Hà Nội,,
"Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,40,80,Hà Nội,,
"Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,8,45,101.11,Hà Nội,,
"Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,2,36,83.33,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,30,103.33,Hà Nội,,
"Phường Cát Linh, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,1,3,50,146,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,4,70,137.86,Hà Nội,,
"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Không rõ,1,3,30,71.67,Hà Nội,,
"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,1,4,53,86.79,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Không rõ,1,2,28,114.29,Hà Nội,,
"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Không rõ,1,5,37,62.16,Hà Nội,,
"Phường Liễu Giai, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,5,3,45,166.67,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Không rõ,1,5,52,70.19,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,50,86,Hà Nội,,
"Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Không rõ,1,3,36,90.28,Hà Nội,,
"Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,3,3,71,67.61,Hà Nội,,
"Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Không rõ,1,4,34,102.94,Hà Nội,,
"Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,1,4,33,104.55,Hà Nội,,
"Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà ngõ, hẻm",Không rõ,1,3,51,54.9,Hà Nội,,
"Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,38,92.11,Hà Nội,,
"Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,1,4,44,95.45,Hà Nội,,
"Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,33,103.03,Hà Nội,,
"Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,38,102.63,Hà Nội,,
"Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,1,3,42,91.67,Hà Nội,,
"Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,1,3,35,61.43,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Không rõ,1,6,43,106.98,Hà Nội,,
"Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5,4,30,116.67,Hà Nội,,
"Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Không rõ,1,5,55,114.55,Hà Nội,,
"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,1,2,45,46.67,Hà Nội,,
"Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,1,4,48,114.58,Hà Nội,,
"Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,28,110.71,Hà Nội,,
"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Không rõ,1,4,40,52.5,Hà Nội,,
"Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,67,99.25,Hà Nội,,
"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Không rõ,1,4,40,102.5,Hà Nội,,
"Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Không rõ,1,1,20,80,Hà Nội,,
"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3,35,77.14,Hà Nội,,
"Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Không rõ,1,5,41,160.98,Hà Nội,,
"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,1,4,32,75,Hà Nội,,
"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,3,3,37,44.05,Hà Nội,,
"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,5,52,71.15,Hà Nội,,
"Phường Phương Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Không rõ,1,6,39,102.56,Hà Nội,,
