Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Đường Quốc Lộ 61, Xã Hòa An, Huyện Phụng Hiệp, Hậu Giang",Huyện Phụng Hiệp,Xã Hòa An,"Nhà mặt phố, mặt tiền",Đã có sổ,,,879,5,Hậu Giang
Đường Bùi Đình Túy,,,Nhà phố liền kề,Đã có sổ,2,4,50,157,#VALUE!
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Thạnh Lộc,"Nhà ngõ, hẻm",Đã có sổ,3,4,55,78,Tp Hồ Chí Minh
"Đường Số 10, Phường Bình An, Quận 2, Tp Hồ Chí Minh",Quận 2,Phường Bình An,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,180,100,Tp Hồ Chí Minh
"Đường Đông Nhì, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,,,90,10,Bình Dương
"Mân Quang 2, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường Thọ Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,102,35,Đà Nẵng
"181, Đường Trần Thanh Mại, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo A,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,88,97,Tp Hồ Chí Minh
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",Đã có sổ,,,80,25,Tp Hồ Chí Minh
"Đường Tân Phước Khánh 37, Phường Bình Chuẩn, Thị xã Thuận An, Bình Dương",,Phường Bình Chuẩn,"Nhà mặt phố, mặt tiền",Đã có sổ,,,85,14,Bình Dương
"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,2,42,83,Hà Nội
"19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,33,84,Hà Nội
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,1,43,86,Hà Nội
"204b1, Huỳnh Văn Lũy, Phường Hòa Bình, Thành phố Biên Hòa, Đồng Nai",,Phường Hòa Bình,"Nhà ngõ, hẻm",Đã có sổ,,2,43,17,Đồng Nai
"Đường Đông Tác, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,,3,43,14,Hà Nội
"Lưu Hữu Phước, Phường 15, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 15,"Nhà ngõ, hẻm",Đã có sổ,1,2,29,65,Tp Hồ Chí Minh
"đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,"Nhà ngõ, hẻm",Đang chờ sổ,2,3,29,37,Tp Hồ Chí Minh
"Đường 7B, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,Phường Mỹ Phước,Nhà phố liền kề,Đã có sổ,,,80,15,Bình Dương
"Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tứ Hiệp,Nhà phố liền kề,Đã có sổ,3,2,4500,4,Hà Nội
"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,3,,29,103,Hà Nội
"Đường Số 8, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Trường Thọ,"Nhà ngõ, hẻm",Đã có sổ,2,3,89,73,Tp Hồ Chí Minh
"Bình chuẩn 68, Phường Bình Chuẩn, Thị xã Thuận An, Bình Dương",,Phường Bình Chuẩn,"Nhà ngõ, hẻm",Đã có sổ,,,100,11,Bình Dương
"Đường Hà Cầu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,Nhà biệt thự,Đã có sổ,4,,170,97,Hà Nội
"Nguyên Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Xuân Thới Sơn,Nhà biệt thự,Đã có sổ,,,50,3,Tp Hồ Chí Minh
"Đường Nguyễn Văn Bứa||10015, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Xuân Thới Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,50,5,Tp Hồ Chí Minh
"Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Tân Thới Hòa,"Nhà ngõ, hẻm",Đã có sổ,5,,55,116,Tp Hồ Chí Minh
"Đường Bùi Hữu Nghĩa, Phường Bình Hòa, Thị xã Thuận An, Bình Dương",,Phường Bình Hòa,"Nhà ngõ, hẻm",Đã có sổ,,,135,26,Bình Dương
"Hẻm Quốc lộ 26, Xã Ea Tu, Thành phố Buôn Ma Thuột, Đắk Lắk",,Xã Ea Tu,"Nhà ngõ, hẻm",Đã có sổ,,,254,2,Đắk Lắk
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,1,27,101,Hà Nội
"ấp moi, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An",Huyện Đức Hòa,Xã Mỹ Hạnh Nam,"Nhà ngõ, hẻm",Đã có sổ,,,48,12,Long An
"Đường Cầu Kinh Ranh Cách Chợ Tân Bửu Khoảng, Thị trấn Bến Lức, Huyện Bến Lức, Long An",Huyện Bến Lức,,"Nhà ngõ, hẻm",Giấy tờ khác,,,77,2,Long An
"Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 12,"Nhà ngõ, hẻm",Đã có sổ,1,3,37,96,Tp Hồ Chí Minh
"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,1,44,102,Hà Nội
"Đường Võ Thị Sáu, Phường Bình Chuẩn, Thị xã Thuận An, Bình Dương",,Phường Bình Chuẩn,"Nhà ngõ, hẻm",Đã có sổ,,,80,12,Bình Dương
"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,,1,40,93,Hà Nội
"Đường Số 1, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Linh Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,,,117,42,Tp Hồ Chí Minh
"Đường Quốc Lộ 13, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,Phường Phú Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,150,11,Bình Dương
"Đường Lê Hồng Phong, Phường 3, Thành phố Sóc Trăng, Sóc Trăng",,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,,,290,9,Sóc Trăng
"102/42, đường 3/2, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường Hưng Lợi,"Nhà ngõ, hẻm",Đã có sổ,,,1237,24,Cần Thơ
"Đường Thanh Niên 3, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,Xã Trừ Văn Thố,"Nhà ngõ, hẻm",Đã có sổ,,,145,3,Bình Dương
"Đường Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5,2,50,120,Hà Nội
"Đường D13, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Hưng Thạnh,"Nhà ngõ, hẻm",Đã có sổ,,,80,30,Cần Thơ
"Đường Bùi Thị Xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng",,Phường 2,"Nhà ngõ, hẻm",Đã có sổ,,,345,92,Lâm Đồng
"Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Thới Tam Thôn,"Nhà ngõ, hẻm",Đã có sổ,4,2,130,23,Tp Hồ Chí Minh
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,1,43,86,Hà Nội
"Đường Liên Khu 5 - 6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà B,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,25,48,Tp Hồ Chí Minh
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,"Nhà ngõ, hẻm",Đã có sổ,1,2,60,22,Tp Hồ Chí Minh
"ấp Phước Hưng 1, Xã Phước Lâm, Huyện Cần Giuộc, Long An",Huyện Cần Giuộc,Xã Phước Lâm,"Nhà ngõ, hẻm",Đã có sổ,,,100,7,Long An
"Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,7,,100,18,Hà Nội
"Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,,75,105,Hà Nội
"đường bê tông 3mét, Xã Bình Đức, Huyện Châu Thành, Tiền Giang",Huyện Châu Thành,Xã Bình Đức,"Nhà ngõ, hẻm",Đã có sổ,,,148,7,Tiền Giang
"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,2,,48,72,Hà Nội
"Đường Trần Quang Cơ, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Phú Thạnh,"Nhà ngõ, hẻm",Đã có sổ,1,2,60,58,Tp Hồ Chí Minh
"Đường Mã Lò, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà B,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,62,23,Tp Hồ Chí Minh
"TCH 03, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Tân Chánh Hiệp,"Nhà ngõ, hẻm",Đã có sổ,,4,60,74,Tp Hồ Chí Minh
"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,2,36,101,Hà Nội
"Đường Số 6, Phường Bình An, Quận 2, Tp Hồ Chí Minh",Quận 2,Phường Bình An,"Nhà ngõ, hẻm",Đã có sổ,3,4,56,73,Tp Hồ Chí Minh
"Đường Dương Kỳ Hiệp, Phường 2, Thành phố Sóc Trăng, Sóc Trăng",,Phường 2,"Nhà ngõ, hẻm",Đã có sổ,,,330,5,Sóc Trăng
"Bùi Trang Chước, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Quận Cẩm Lệ,Phường Hòa Xuân,"Nhà ngõ, hẻm",Đã có sổ,,,100,37,Đà Nẵng
"Đường Lý Thường Kiệt, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Phường Dĩ An,"Nhà mặt phố, mặt tiền",Đã có sổ,9,,88,60,Bình Dương
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà ngõ, hẻm",Đã có sổ,1,2,90,15,Đồng Nai
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Tp Hồ Chí Minh",Quận 4,Phường 16,"Nhà ngõ, hẻm",Đã có sổ,2,3,22,115,Tp Hồ Chí Minh
"Đường Bình Chuẩn 31, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,"Nhà ngõ, hẻm",Đã có sổ,2,4,22,28,Bình Dương
"207, Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,7,,22,18,Hà Nội
"44/21, Đường Linh Đông, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,"Nhà ngõ, hẻm",Đã có sổ,2,3,80,65,Tp Hồ Chí Minh
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,1,33,93,Hà Nội
"Đường Tân Ba, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,81,30,Bình Dương
"Đường Dương Thị Hai, Xã Mỹ Lộc, Huyện Cần Giuộc, Long An",Huyện Cần Giuộc,Xã Mỹ Lộc,"Nhà mặt phố, mặt tiền",Đã có sổ,,,90,8,Long An
"Đường Đông Nhì, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,9,Bình Dương
"Đường Lạc Long Quân||7481, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,1,1,23,100,Tp Hồ Chí Minh
"Đường Đại lộ 3, Phường Phước Bình, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phước Bình,"Nhà ngõ, hẻm",Đã có sổ,1,,30,53,Tp Hồ Chí Minh
"Đường Huỳnh Bá Chánh||8680, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Tân Kiên,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,100,9,Tp Hồ Chí Minh
"Đường Đoàn Nguyễn Tuấn||8620, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Quy Đức,"Nhà mặt phố, mặt tiền",Đã có sổ,,,350,22,Tp Hồ Chí Minh
"Đỗ Thế Chấp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường Phước Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,,,350,300,Đà Nẵng
"Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"Nhà ngõ, hẻm",Đã có sổ,3,3,116,26,Đà Nẵng
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,Nhà phố liền kề,Đã có sổ,1,2,24,40,Tp Hồ Chí Minh
"Bình chuẩn 68, Phường Bình Chuẩn, Thị xã Thuận An, Bình Dương",,Phường Bình Chuẩn,Nhà phố liền kề,Đã có sổ,,,100,11,Bình Dương
"Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Phường Hòa Minh,Nhà phố liền kề,Đã có sổ,,,95,30,Đà Nẵng
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà ngõ, hẻm",Giấy tờ khác,1,3,70,19,Đồng Nai
"Đường Ngô Quyền, Phường 6, Quận 10, Tp Hồ Chí Minh",Quận 10,Phường 6,"Nhà ngõ, hẻm",Đã có sổ,2,,34,197,Tp Hồ Chí Minh
"Thôn 2, Xã Suối Rao, Huyện Châu Đức, Bà Rịa - Vũng Tàu",Huyện Châu Đức,Xã Suối Rao,"Nhà ngõ, hẻm",Đã có sổ,,,150,2,Bà Rịa - Vũng Tàu
"Đường D35, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Hưng Thạnh,"Nhà ngõ, hẻm",Đang chờ sổ,,,85,21,Cần Thơ
"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,5,,55,94,Hà Nội
"hưng long, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Hưng Long,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,70,26,Tp Hồ Chí Minh
"Đường số 1, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Bình Thuận,"Nhà ngõ, hẻm",Đã có sổ,1,2,40,150,Tp Hồ Chí Minh
"Đuồng Hai Bà Trưng Nối Dài, Phường 3, Thành phố Bến Tre, Bến Tre",,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,554,34,Bến Tre
"Đường Cách Mạng Tháng Tám, Phường 5, Quận 10, Tp Hồ Chí Minh",Quận 10,Phường 5,"Nhà ngõ, hẻm",Đã có sổ,2,4,39,126,Tp Hồ Chí Minh
"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Phường Thanh Khê Đông,"Nhà ngõ, hẻm",Đã có sổ,3,3,68,52,Đà Nẵng
"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,7,,60,125,Hà Nội
"113/15, Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",Quận Liên Chiểu,Phường Hòa Khánh Nam,"Nhà ngõ, hẻm",Đã có sổ,2,2,70,28,Đà Nẵng
"05, Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Quận Hải Châu,Phường Thạch Thang,"Nhà ngõ, hẻm",Giấy tờ khác,,,70,5,Đà Nẵng
"Chợ Gach Cam, Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường Long Tuyền,"Nhà ngõ, hẻm",Đã có sổ,,,209,4,Cần Thơ
"Đường Bùi Thị Xuân, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 2,"Nhà ngõ, hẻm",Đã có sổ,2,2,22,113,Tp Hồ Chí Minh
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,4,55,81,Hà Nội
"368, Đường Kinh Dương Vương||6473, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,45,162,Tp Hồ Chí Minh
"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,2,33,72,Hà Nội
"Đường 768, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà ngõ, hẻm",Giấy tờ khác,4,,85,10,Đồng Nai
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 7,"Nhà ngõ, hẻm",Đã có sổ,1,,85,50,Tp Hồ Chí Minh
"128/10/21, Đường Nguyễn Văn Tiên, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",,Phường Tân Phong,"Nhà ngõ, hẻm",Đã có sổ,4,2,120,21,Đồng Nai
"54 Tân lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà ngõ, hẻm",Đang chờ sổ,,,23000,23,Bình Dương
"87/9, Đường Trần Quốc Toản, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Phường Dĩ An,"Nhà ngõ, hẻm",Đã có sổ,,,244,23,Bình Dương
"Đường Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Tân Quý Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,,,60,29,Tp Hồ Chí Minh
"Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,,25,64,Hà Nội
"Đường Hồ Văn Cống, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",,Phường Tương Bình Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,110,29,Bình Dương
"Đường Bến Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 16,"Nhà ngõ, hẻm",Giấy tờ khác,1,1,20,69,Tp Hồ Chí Minh
"Tân Thới Hiệp 07, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Tân Thới Hiệp,"Nhà ngõ, hẻm",Đã có sổ,1,2,48,72,Tp Hồ Chí Minh
TL 10,,,Nhà phố liền kề,Đã có sổ,1,,48,8,#VALUE!
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4,100,13,Tp Hồ Chí Minh
"hẻm 363, Phường Tân Hòa, Thành phố Buôn Ma Thuột, Đắk Lắk",,Phường Tân Hòa,"Nhà ngõ, hẻm",Đã có sổ,,,120,10,Đắk Lắk
"Tân Phước Khánh 37, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,Phường Tân Phước Khánh,"Nhà ngõ, hẻm",Đã có sổ,,,778,11,Bình Dương
"Đường Hưng Định 31, Phường Hưng Định, Thị xã Thuận An, Bình Dương",,Phường Hưng Định,"Nhà ngõ, hẻm",Đã có sổ,,,66,14,Bình Dương
"Đông Thạnh 7-5, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Đông Thạnh,"Nhà ngõ, hẻm",Đã có sổ,,,2250,8,Tp Hồ Chí Minh
"Đường Đặng Thì Nhường, Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường Long Tuyền,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,82,10,Cần Thơ
"Đường Nông Thôn, Xã Hữu Định, Huyện Châu Thành, Bến Tre",Huyện Châu Thành,Xã Hữu Định,"Nhà ngõ, hẻm",Đã có sổ,,2,90,7,Bến Tre
"Đường Nguyễn Trãi, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà ngõ, hẻm",Đã có sổ,,,80,15,Bình Dương
"Đường Liên Thôn, Xã Hoa Động, Huyện Thuỷ Nguyên, Hải Phòng",Huyện Thuỷ Nguyên,Xã Hoa Động,"Nhà ngõ, hẻm",Đã có sổ,,,494,9,Hải Phòng
"ấp trạm lac, Xã Mỹ Hạnh Bắc, Huyện Đức Hòa, Long An",Huyện Đức Hòa,Xã Mỹ Hạnh Bắc,"Nhà ngõ, hẻm",Đã có sổ,,,115,11,Long An
"trần đại nghĩa, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,40,350,Hà Nội
"Dt240, Xã Long Nguyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,Xã Long Nguyên,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,3,Bình Dương
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà ngõ, hẻm",Giấy tờ khác,1,3,70,19,Đồng Nai
"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",Quận 1,Phường Đa Kao,"Nhà ngõ, hẻm",Đã có sổ,,,101,108,Tp Hồ Chí Minh
"Đường Ngô Thì Nhậm, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường An Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,2,5,70,58,Cần Thơ
"Đường tĩnh 835, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,1,,40,10,Tp Hồ Chí Minh
"Đường Nông Thôn, Xã Hữu Định, Huyện Châu Thành, Bến Tre",Huyện Châu Thành,Xã Hữu Định,"Nhà ngõ, hẻm",Đã có sổ,,2,90,7,Bến Tre
"Đường Nguyễn Trãi, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà ngõ, hẻm",Đã có sổ,,,80,15,Bình Dương
"Đường Liên Thôn, Xã Hoa Động, Huyện Thuỷ Nguyên, Hải Phòng",Huyện Thuỷ Nguyên,Xã Hoa Động,"Nhà ngõ, hẻm",Đã có sổ,,,494,9,Hải Phòng
"ấp trạm lac, Xã Mỹ Hạnh Bắc, Huyện Đức Hòa, Long An",Huyện Đức Hòa,Xã Mỹ Hạnh Bắc,"Nhà ngõ, hẻm",Đã có sổ,,,115,11,Long An
"trần đại nghĩa, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,40,350,Hà Nội
"Phùng Hưng Nối Dài, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",,Phường Tam Phước,"Nhà mặt phố, mặt tiền",Đã có sổ,,,100,3,Đồng Nai
"Nhất Chi Mai, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 13,"Nhà ngõ, hẻm",Đã có sổ,3,,44,147,Tp Hồ Chí Minh
"6, Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Trung Mỹ Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,120,100,Tp Hồ Chí Minh
"39., Đường Bùi Thị Xuân, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 2,"Nhà ngõ, hẻm",Đã có sổ,3,2,18,122,Tp Hồ Chí Minh
"Đường Quốc Lộ 13, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương",,Phường Lái Thiêu,"Nhà ngõ, hẻm",Giấy tờ khác,,1,18,28,Bình Dương
