Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",None,Phường Thanh Xuân Nam,nan,Đã có sổ,5.0,3.0,32.0,171.875,Hà Nội
"Đường ĐT 743B, Phường Bình Hòa, Thuận An, Bình Dương",None,Phường Bình Hòa,"Nhà mặt phố, mặt tiền",nan,4.0,8.0,148.0,60.13513514,Bình Dương
"Đường Thống Nhất, Phường 15, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 15,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,65.0,80.0,Hồ Chí Minh
"Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",Quận 12,Phường Tân Thới Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,114.0,42.54385965,Hồ Chí Minh
"Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,nan,Đã có sổ,,2.0,53.0,59.43396226,Hồ Chí Minh
"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",None,Phường Phương Mai,nan,Đã có sổ,6.0,4.0,37.0,194.5945946,Hà Nội
"Đường Hương Lộ Ngọc Hiệp, Phường Ngọc Hiệp, Nha Trang, Khánh Hòa",None,Phường Ngọc Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,4.0,51.7,46.42166344,Khánh Hòa
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,6.0,60.0,136.6666667,Hồ Chí Minh
"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,68.0,110.2941176,Hồ Chí Minh
"Đường Hoàng Văn Hợp, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc A,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,4.0,80.0,78.75,Hồ Chí Minh
"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Quận 1,Phường Cầu Kho,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,35.7,252.1008403,Hồ Chí Minh
"Đường 12, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc A,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,84.0,113.0952381,Hồ Chí Minh
"Đường Trần Nhân Tông, Phường Quán Trữ, Kiến An, Hải Phòng",None,Phường Quán Trữ,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,45.0,39.77777778,Hải Phòng
"Đường Đê La Thành, Phường Ngọc Khánh, Ba Đình, Hà Nội",None,Phường Ngọc Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,31.0,306.4516129,Hà Nội
"Đường Số 4C, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc A,"Nhà mặt phố, mặt tiền",Đã có sổ,,4.0,64.0,137.5,Hồ Chí Minh
"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",None,Phường Bách Khoa,nan,Hợp đồng mua bán,3.0,3.0,50.0,88.0,Hà Nội
"Đường Ngũ Nhạc, Phường Thanh Trì, Hoàng Mai, Hà Nội",None,Phường Thanh Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,,30.0,138.3333333,Hà Nội
"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội.",None,Phường Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,35.0,185.7142857,Hà Nội.
"Đường Hồng Hà, Phường Phúc Xá, Ba Đình, Hà Nội",None,Phường Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,60.0,166.0,Hà Nội
"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",None,Phường Vạn Phúc,nan,Đã có sổ,2.0,2.0,46.0,113.0434783,Hà Nội
"Đường Mai Xuân Thưởng, Phường Vĩnh Hải, Nha Trang, Khánh Hòa",None,Phường Vĩnh Hải,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,52.7,55.028463,Khánh Hòa
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội.",None,Phường Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,52.0,170.9615385,Hà Nội.
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",None,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,37.0,175.6756757,Hà Nội
"Đường Khe Sanh, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa",None,Phường Vĩnh Nguyên,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,25.3,116.6007905,Khánh Hòa
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",None,Phường Trung Liệt,nan,Đã có sổ,4.0,3.0,42.0,173.5714286,Hà Nội
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",Quận Phú Nhuận,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,70.0,84.28571429,Hồ Chí Minh
"Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",None,Phường Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,31.0,180.3225806,Hà Nội
"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",None,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,42.0,107.1428571,Hà Nội
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",None,Phường Mỗ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,34.0,147.0588235,Hà Nội
"Ngõ 219, Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",None,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,32.0,171.875,Hà Nội
"Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",None,Phường Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,30.0,133.3333333,Hà Nội
"đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",None,Phường Tây Mỗ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,38.0,144.7368421,Hà Nội
"Đường Lô Tư, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,52.0,114.4230769,Hồ Chí Minh
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Sơn Kỳ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,56.0,131.9642857,Hồ Chí Minh
"Đường Số 7, Phường Bình Trưng Đông, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Bình Trưng Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,70.7,91.93776521,Hồ Chí Minh
"Đường Số 55, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,1.0,48.0,142.7083333,Hồ Chí Minh
"Đường 6, Phường Yên Nghĩa, Hà Đông, Hà Nội",None,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,33.0,51.21212121,Hà Nội
"Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh",Quận 6,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,67.0,117.9104478,Hồ Chí Minh
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,72.0,87.5,Hồ Chí Minh
"Đường Số 17, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Chiểu,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,90.0,88.88888889,Hồ Chí Minh
"Đường Lê Quang Đạo, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",None,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,145.0,Hà Nội
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Quận 7,Phường Tân Kiểng,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,100.0,87.0,Hồ Chí Minh
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",None,Phường Hàng Bột,nan,Đã có sổ,3.0,3.0,54.0,156.4814815,Hà Nội
"Đường Số 12, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,47.0,75.53191489,Hồ Chí Minh
"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",Quận 11,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,44.0,118.1818182,Hồ Chí Minh
"Phố Vĩnh Ninh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",None,nan,nan,Đã có sổ,,,61.0,60.6557377,Hà Nội
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",None,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,41.5,139.2771084,Hà Nội
"Đường Số 4, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Trường Thọ,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,88.0,78.40909091,Hồ Chí Minh
"Đường 179, Xã Kiêu Kỵ, Gia Lâm, Hà Nội",None,nan,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,100.0,58.0,Hà Nội
"Đường Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,58.3,150.9433962,Hồ Chí Minh
"Đường Trường Sa, Phường 13, Phú Nhuận, Hồ Chí Minh",Quận Phú Nhuận,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,35.0,262.8571429,Hồ Chí Minh
"Đường 359, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,62.0,96.77419355,Hồ Chí Minh
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",None,Phường Hòa Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,79.3,94.57755359,Đà Nẵng
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",None,Phường Hàng Bột,nan,Đã có sổ,4.0,3.0,30.0,183.3333333,Hà Nội
"Đường Quốc Lộ 22, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",Quận 12,Phường Trung Mỹ Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,60.0,166.6666667,Hồ Chí Minh
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",None,Phường Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,52.0,118.2692308,Hà Nội
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",None,nan,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,42.0,54.76190476,Hồ Chí Minh
"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",None,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,38.0,181.5789474,Hà Nội
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",None,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,43.0,202.3255814,Hà Nội
"279, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",None,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,36.0,166.6666667,Hà Nội
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",None,Phường Phú Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,48.0,200.0,Hà Nội
"Đường Hoa Thám, Xã La Phù, Hoài Đức, Hà Nội",None,nan,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,30.0,103.3333333,Hà Nội
"Đường Hưng Bình 2, Xã Hưng Thịnh, Trảng Bom, Đồng Nai",None,nan,"Nhà mặt phố, mặt tiền",Đã có sổ,,3.0,175.0,14.85714286,Đồng Nai
"Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phường Phú Hữu,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,8.0,123.0,72.35772358,Hồ Chí Minh
"Đường Ngọc Thụy, Phường Long Biên, Long Biên, Hà Nội",None,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,,51.0,100.0,Hà Nội
"Đường 19, Phường 8, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 8,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,70.0,69.28571429,Hồ Chí Minh
"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",None,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,,70.0,96.42857143,Hà Nội
"Đường Phan Xích Long, Phường 7, Phú Nhuận, Hồ Chí Minh",Quận Phú Nhuận,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,15.0,220.0,Hồ Chí Minh
"Đường Hàng Kênh, Phường Hàng Kênh, Lê Chân, Hải Phòng",None,Phường Hàng Kênh,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,,48.0,156.25,Hải Phòng
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,56.0,139.2857143,Hồ Chí Minh
"Đường Âu Dương Lân, Phường 2, Quận 8, Hồ Chí Minh",Quận 8,Phường 2,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,87.0,91.95402299,Hồ Chí Minh
"Hẻm 261, Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,7.0,40.0,197.5,Hồ Chí Minh
"Đường Bạch Đằng, Phường Phước Tiến, Nha Trang, Khánh Hòa",None,Phường Phước Tiến,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,47.4,135.021097,Khánh Hòa
"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội",None,Phường Đống Mác,nan,Đã có sổ,5.0,3.0,31.0,184.516129,Hà Nội
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,51.0,127.4509804,Hồ Chí Minh
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,69.0,86.95652174,Hồ Chí Minh
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,49.0,120.0,Hồ Chí Minh
"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,nan,Đã có sổ,3.0,3.0,55.4,102.8880866,Hồ Chí Minh
"Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",None,Phường Tây Mỗ,"Nhà mặt phố, mặt tiền",nan,4.0,5.0,45.0,103.3333333,Hà Nội.
"Đường Ngô Đình Mẫn, Phường La Khê, Hà Đông, Hà Nội",None,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,33.0,175.7575758,Hà Nội
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tây Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,65.0,80.0,Hồ Chí Minh
"Xã Thanh Lâm, Mê Linh, Hà Nội",None,nan,nan,nan,,,122.0,61.47540984,Hà Nội
"Đường ĐT 743, Phường Phú Hòa, Thủ Dầu Một, Bình Dương",None,Phường Phú Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,68.0,57.35294118,Bình Dương
"Phố Phùng Hưng, Phường Tam Phước, Biên Hòa, Đồng Nai",None,Phường Tam Phước,nan,Đã có sổ,1.0,3.0,86.0,32.55813953,Đồng Nai
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",None,Phường Tân Đông Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,82.0,42.07317073,Bình Dương
"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",None,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,35.0,135.7142857,Hà Nội.
"Phố 8/3, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",None,Phường Quỳnh Mai,nan,Đã có sổ,5.0,3.0,32.0,187.5,Hà Nội
"Ngõ 354, Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",None,Phường Khương Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,3.0,41.0,185.3658537,Hà Nội
"Phố Khương Thượng, Phường Khương Thượng, Đống Đa, Hà Nội",None,Phường Khương Thượng,nan,Đã có sổ,4.0,4.0,40.0,175.0,Hà Nội
"Phố Hương Viên, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",None,Phường Đồng Nhân,nan,Đã có sổ,4.0,2.0,21.0,175.2380952,Hà Nội
"Đường Nghĩa Phát, Phường 6, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 6,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,30.0,150.0,Hồ Chí Minh
"Phường Thạch Bàn, Long Biên, Hà Nội",None,Phường Thạch Bàn,nan,Đã có sổ,6.0,9.0,56.0,138.3928571,Hà Nội
"Xã Cao Viên, Thanh Oai, Hà Nội",None,nan,nan,Đã có sổ,3.0,3.0,38.5,50.64935065,Hà Nội
"Ngõ 194, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",None,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,42.0,192.8571429,Hà Nội
"Trường Chinh, 14, Tân Bình, Hồ Chí Minh",Quận Tân Bình,nan,nan,Đã có sổ,2.0,3.0,86.0,83.13953488,Hồ Chí Minh
"Đường Cao Lỗ, Xóm Trong, Xã Uy Nỗ, Đông Anh, Hà Nội",None,nan,"Nhà mặt phố, mặt tiền",nan,3.0,,43.0,76.74418605,Hà Nội
"Đường Hà Huy Tập, Phường Chính Gián, Thanh Khê, Đà Nẵng",None,Phường Chính Gián,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,2.0,70.0,49.57142857,Đà Nẵng
"Ngõ 678, Đường Đê La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",None,Phường Giảng Võ,"Nhà mặt phố, mặt tiền",nan,4.0,4.0,40.0,223.75,Hà Nội
"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",None,Phường Hòa Cường Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,100.0,87.5,Đà Nẵng
"Đường Phước Long, Phường Phước Long, Nha Trang, Khánh Hòa",None,Phường Phước Long,"Nhà mặt phố, mặt tiền",nan,2.0,3.0,92.0,43.47826087,Khánh Hòa
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",None,Phường Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,30.0,249.3333333,Hà Nội
"Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",None,Phường Mễ Trì,"Nhà mặt phố, mặt tiền",nan,5.0,6.0,35.0,150.0,Hà Nội.
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,86.0,81.97674419,Hồ Chí Minh
"Đường An Nhơn 7, Phường An Hải Đông, Sơn Trà, Đà Nẵng",None,Phường An Hải Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,50.0,67.0,Đà Nẵng
"Đường Ba La, Phường Phú Lương, Hà Đông, Hà Nội",None,Phường Phú Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,34.0,95.58823529,Hà Nội
"Đường Lê Văn Chí, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Trung,"Nhà mặt phố, mặt tiền",nan,3.0,3.0,50.0,120.0,Hồ Chí Minh
"Đường Phan Văn Trị, Phường 3, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,60.0,120.0,Hồ Chí Minh
"Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Tây,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,62.0,87.09677419,Hồ Chí Minh
"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",None,Phường Trung Hòa,nan,Đã có sổ,,,30.0,223.3333333,Hà Nội
"Hẻm 33 Đường Gò Dầu, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Sơn Nhì,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,68.0,130.8823529,Hồ Chí Minh
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",None,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,40.0,120.0,Hà Nội
"Đường Nguyễn Lâm, Phường 6, Quận 10, Hồ Chí Minh",Quận 10,Phường 6,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,37.0,243.2432432,Hồ Chí Minh
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",None,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,3.0,60.0,105.0,Hà Nội
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",None,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,52.0,190.3846154,Hà Nội
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",None,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,50.0,200.0,Hà Nội
"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",Quận 12,Phường An Phú Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,132.5,75.47169811,Hồ Chí Minh
"Phố Cảm Hội, Phường Đống Mác, Hai Bà Trưng, Hà Nội",None,Phường Đống Mác,nan,Đã có sổ,4.0,4.0,45.0,211.1111111,Hà Nội
"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội",None,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,230.0,Hà Nội
"Phố Nguyễn Đổng Chi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",None,Phường Mỹ Đình 1,nan,Đã có sổ,5.0,4.0,39.0,230.7692308,Hà Nội.
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",None,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,39.0,124.3589744,Hà Nội
"Phố Quốc Tử Giám, Phường Quốc Tử Giám, Đống Đa, Hà Nội",None,Phường Quốc Tử Giám,nan,Đã có sổ,3.0,3.0,42.0,159.5238095,Hà Nội
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",None,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,55.0,109.0909091,Hà Nội
"Đường Số 6, Phường Long Trường, Quận 9, Hồ Chí Minh",Quận 9,Phường Long Trường,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,54.0,75.92592593,Hồ Chí Minh
"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",None,Phường Hoàng Văn Thụ,nan,Đã có sổ,3.0,3.0,34.0,135.2941176,Hà Nội
"Đường Đầm Trấu, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",None,Phường Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,36.0,208.3333333,Hà Nội
"Đường Trương Định, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",None,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,57.0,107.0175439,Hà Nội
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",None,Phường Khương Trung,"Nhà mặt phố, mặt tiền",nan,4.0,4.0,33.0,195.4545455,Hà Nội
"Đường Nguyễn Công Trứ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",None,Phường  An Hải Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,55.0,83.63636364,Đà Nẵng
"Đường Bình Giã, Phường 13, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,49.0,161.2244898,Hồ Chí Minh
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",None,Phường Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,52.0,134.6153846,Hà Nội
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Phường Phú Mỹ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,50.0,136.0,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",Quận 9,Phường Long Trường,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,60.0,75.0,Hồ Chí Minh
"Đường Lý Đạo Thành, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",None,Phường  An Hải Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,3.0,100.0,55.0,Đà Nẵng
"Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 1,"Nhà mặt phố, mặt tiền",Đã có sổ,,,33.6,119.047619,Hồ Chí Minh
